"","TP_SEXO","ST_CONCLUSAO","TP_ESCOLA","IN_TP_ENSINO","TP_COR_RACA","IN_BAIXA_VISAO","IN_CEGUEIRA","IN_SURDEZ","IN_DEFICIENCIA_AUDITIVA","IN_SURDO_CEGUEIRA","IN_DEFICIENCIA_FISICA","IN_DEFICIENCIA_MENTAL","IN_DEFICIT_ATENCAO","IN_DISLEXIA","IN_AUTISMO","ID_DEPENDENCIA_ADM","ID_LOCALIZACAO","NU_NOTA_REDACAO"
"13049",0,0,0,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.454545454545455
"13050",1,0.333333333333333,0.5,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0
"13051",0,0,0,0.333333333333333,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.272727272727273
"13052",1,0,0,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
"13053",0,0.666666666666667,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
"13054",0,0.666666666666667,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.568181818181818
"13055",1,0.666666666666667,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.363636363636364
"13056",1,0,0,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
"13057",1,0,0,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.545454545454545
"13058",0,0,0,0.666666666666667,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
"13059",0,0,0,0.333333333333333,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.5
"13060",1,0,0,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
"13061",1,0,0,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
"13062",1,0,0,0.333333333333333,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.545454545454545
"13063",1,0.333333333333333,0.5,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.181818181818182
"13064",0,0.333333333333333,0.5,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5
"13065",0,0.666666666666667,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.568181818181818
"13066",0,0.333333333333333,0.5,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.545454545454545
"13067",0,0,0,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.568181818181818
"13068",0,0.333333333333333,0.5,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0
"13069",0,0,0,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.75
"13070",1,0,0,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.704545454545455
"13071",0,0.333333333333333,0.5,0.666666666666667,0.2,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.477272727272727
"13072",1,0.333333333333333,0.5,0.666666666666667,0.6,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.522727272727273
"13073",0,0,0,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
"13074",1,0,0,0.333333333333333,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
"13075",1,0.666666666666667,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
"13076",1,0,0,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.454545454545455
"13077",1,1,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
"13078",0,0,0,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.454545454545455
"13079",0,0.666666666666667,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.75
"13080",0,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
"13081",0,0,0,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.363636363636364
"13082",0,0,0,0.333333333333333,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.568181818181818
"13083",0,0,0,0.333333333333333,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.431818181818182
"13084",1,0,0,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.613636363636364
"13085",1,0,0,0.333333333333333,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
"13086",1,0,0,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
"13087",1,0.333333333333333,0.5,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0
"13088",1,1,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.636363636363636
"13089",1,0,0,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
"13090",1,0,0,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.5
"13091",1,0,0,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.840909090909091
"13092",1,1,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
"13093",1,0.333333333333333,0.5,0.333333333333333,0.4,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0
"13094",0,0,0,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
"13095",0,0.333333333333333,0.5,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.590909090909091
"13096",0,0,0,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.727272727272727
"13097",1,0,0,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.636363636363636
"13098",1,0,0,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.681818181818182
"13099",0,0.333333333333333,0.5,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.477272727272727
"13100",1,0.666666666666667,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
"13101",0,0.333333333333333,0.5,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.409090909090909
"13102",1,0,0,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.386363636363636
"13103",1,0,0,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.636363636363636
"13104",0,0.333333333333333,0.5,0.666666666666667,0.2,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.386363636363636
"13105",0,0,0,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
"13106",0,0.333333333333333,0.5,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.659090909090909
"13107",1,0,0,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.613636363636364
"13108",1,0.666666666666667,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.25
"13109",0,0,0,0.333333333333333,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
"13110",0,0,0,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.340909090909091
"13111",1,0.333333333333333,0.5,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0.25,1,0.454545454545455
"13112",1,0.333333333333333,0.5,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0
"13113",1,0.666666666666667,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
"13114",0,0.333333333333333,0.5,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.636363636363636
"13115",1,0.333333333333333,0.5,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.75
"13116",1,0.333333333333333,0.5,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.522727272727273
"13117",1,0,0,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.318181818181818
"13118",0,0,0,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.545454545454545
"13119",0,0,0,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.772727272727273
"13120",1,0.333333333333333,0.5,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0.5,1,0.613636363636364
"13121",0,0,0,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
"13122",1,0.333333333333333,1,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,1,0.5,0.772727272727273
"13123",1,0,0,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
"13124",1,0.333333333333333,0.5,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.545454545454545
"13125",1,0.333333333333333,0.5,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0.75,0.5,0.545454545454545
"13126",0,0,0,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.272727272727273
"13127",1,0.333333333333333,0.5,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.318181818181818
"13128",1,0,0,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.5
"13129",1,0,0,0.333333333333333,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
"13130",1,0.333333333333333,0.5,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0
"13131",1,0,0,0.666666666666667,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
"13132",0,0.666666666666667,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.659090909090909
"13133",0,0.666666666666667,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.590909090909091
"13134",1,0,0,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.795454545454545
"13135",0,0.333333333333333,0.5,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.568181818181818
"13136",1,0.666666666666667,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.295454545454545
"13137",1,0,0,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.340909090909091
"13138",1,1,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.340909090909091
"13139",0,0.333333333333333,0.5,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0.5,1,0.386363636363636
"13140",0,1,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
"13141",1,0.333333333333333,0.5,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.636363636363636
"13142",1,0.666666666666667,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.568181818181818
"13143",1,0,0,0.666666666666667,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
"13144",1,0.666666666666667,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.454545454545455
"13145",1,0,0,0.333333333333333,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
"13146",0,0,0,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.727272727272727
"13147",1,0,0,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.568181818181818
"13148",1,0.333333333333333,0.5,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0.25,1,0.522727272727273
"13149",0,1,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.545454545454545
"13150",1,0,0,0.333333333333333,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
"13151",1,0,0,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.5
"13152",1,0,0,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
"13153",1,0,0,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
"13154",1,0,0,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.477272727272727
"13155",1,0,0,0.333333333333333,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.568181818181818
"13156",1,0,0,0.333333333333333,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.545454545454545
"13157",1,0.666666666666667,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.659090909090909
"13158",0,0,0,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
"13159",0,0.333333333333333,0.5,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.409090909090909
"13160",0,0,0,0.333333333333333,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.477272727272727
"13161",1,0,0,0.333333333333333,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.863636363636364
"13162",1,0,0,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
"13163",1,0.666666666666667,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
"13164",1,0,0,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.636363636363636
"13165",0,0.333333333333333,1,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,1,0.5,0.659090909090909
"13166",0,0.333333333333333,0.5,0.333333333333333,0.4,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.545454545454545
"13167",1,0.666666666666667,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.681818181818182
"13168",0,0,0,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
"13169",1,0.333333333333333,0.5,0.666666666666667,0.2,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5
"13170",1,0.333333333333333,1,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,1,0.5,0.613636363636364
"13171",1,0,0,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
"13172",1,0,0,0.666666666666667,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
"13173",1,0.333333333333333,0.5,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0
"13174",0,0,0,0.333333333333333,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.772727272727273
"13175",0,0,0,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.318181818181818
"13176",1,0.666666666666667,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
"13177",1,0,0,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
"13178",0,0.333333333333333,0.5,1,0.4,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.727272727272727
"13179",0,0.666666666666667,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.909090909090909
"13180",0,0.333333333333333,0.5,0.333333333333333,0.4,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.545454545454545
"13181",1,0.666666666666667,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
"13182",0,0.666666666666667,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.409090909090909
"13183",1,0,0,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
"13184",1,0,0,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.613636363636364
"13185",1,0.333333333333333,0.5,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.613636363636364
"13186",0,0,0,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.522727272727273
"13187",0,0,0,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.545454545454545
"13188",1,0,0,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.613636363636364
"13189",1,0.333333333333333,1,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,1,0.5,0.931818181818182
"13190",1,0,0,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.727272727272727
"13191",0,0.666666666666667,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.704545454545455
"13192",1,0,0,0.333333333333333,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
"13193",0,0,0,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.409090909090909
"13194",1,0,0,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.727272727272727
"13195",1,0,0,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.909090909090909
"13196",1,0,0,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
"13197",0,1,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.545454545454545
"13198",1,0,0,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
"13199",0,0,0,0.333333333333333,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.590909090909091
"13200",0,1,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
"13201",0,0,0,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
"13202",0,0.333333333333333,1,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,1,0.5,0.568181818181818
"13203",0,0.333333333333333,0.5,0.333333333333333,0.4,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5
"13204",1,0,0,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.704545454545455
"13205",1,0,0,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.613636363636364
"13206",1,1,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
"13207",0,0.666666666666667,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.613636363636364
"13208",1,0,0,0.333333333333333,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
"13209",1,0,0,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.568181818181818
"13210",0,0,0,0.666666666666667,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.659090909090909
"13211",1,0.333333333333333,0.5,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0
"13212",0,0.333333333333333,1,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,1,0.5,0.704545454545455
"13213",1,0.333333333333333,0.5,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.522727272727273
"13214",1,0.333333333333333,0.5,0.666666666666667,0.6,0,0,0,0,0,0,0,0,0,0,0.5,1,0
"13215",1,0.666666666666667,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
"13216",0,0,0,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
"13217",0,1,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
"13218",0,0,0,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.454545454545455
"13219",0,0.333333333333333,0.5,0.666666666666667,0.2,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.386363636363636
"13220",1,0.333333333333333,0.5,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.454545454545455
"13221",1,0.333333333333333,0.5,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.431818181818182
"13222",1,0,0,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.886363636363636
"13223",1,0,0,0.666666666666667,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
"13224",1,0.333333333333333,0.5,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.454545454545455
"13225",1,0,0,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
"13226",1,0,0,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
"13227",0,0,0,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.5
"13228",0,0,0,0.333333333333333,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.454545454545455
"13229",0,0,0,0.666666666666667,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.25
"13230",0,0,0,0.666666666666667,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.636363636363636
"13231",1,0,0,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
"13232",0,0,0,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.590909090909091
"13233",0,0.333333333333333,0.5,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.522727272727273
"13234",1,0,0,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.840909090909091
"13235",1,0,0,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.590909090909091
"13236",1,0.333333333333333,0.5,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.840909090909091
"13237",0,0,0,0.333333333333333,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.454545454545455
"13238",0,0.333333333333333,0.5,0.666666666666667,0.4,0,0,0,0,0,0,0,0,0,0,0.75,0.5,0.704545454545455
"13239",1,0,0,0.666666666666667,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
"13240",1,0,0,0.333333333333333,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.590909090909091
"13241",1,0,0,0.333333333333333,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.409090909090909
"13242",1,0,0,0.333333333333333,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
"13243",0,0.333333333333333,0.5,0.333333333333333,0.4,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0
"13244",0,0.333333333333333,0.5,0.333333333333333,0.4,0,0,0,0,0,0,0,0,0,0,0.5,1,0
"13245",1,0.333333333333333,0.5,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.522727272727273
"13246",1,0,0,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
"13247",1,0.333333333333333,1,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,1,0.5,0.545454545454545
"13248",1,0,0,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
"13249",1,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.477272727272727
"13250",1,0.333333333333333,0.5,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0
"13251",1,0,0,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.545454545454545
"13252",0,0,0,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.909090909090909
"13253",1,0,0,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
"13254",1,0.333333333333333,0.5,0.666666666666667,0.6,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5
"13255",1,0.666666666666667,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.431818181818182
"13256",0,0,0,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
"13257",0,0,0,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
"13258",1,0,0,0.333333333333333,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
"13259",1,0.666666666666667,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.568181818181818
"13260",1,0,0,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.454545454545455
"13261",0,0.333333333333333,1,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,1,0.5,0.545454545454545
"13262",1,0,0,0.666666666666667,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.5
"13263",1,0.333333333333333,0.5,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.211363636363636
"13264",1,0.333333333333333,0.5,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.659090909090909
"13265",1,0,0,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
"13266",1,0,0,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.409090909090909
"13267",0,0.333333333333333,0.5,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0
"13268",1,1,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
"13269",0,0,0,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.659090909090909
"13270",1,0.666666666666667,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.477272727272727
"13271",1,1,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.522727272727273
"13272",0,0,0,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.522727272727273
"13273",0,0.333333333333333,1,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,1,0.5,0.636363636363636
"13274",1,0,0,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
"13275",1,0.333333333333333,1,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,1,0.5,0.75
"13276",0,0,0,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.636363636363636
"13277",0,0,0,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
"13278",0,0.333333333333333,0.5,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.681818181818182
"13279",0,0.333333333333333,0.5,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5
"13280",1,0,0,0.666666666666667,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.522727272727273
"13281",1,0,0,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
"13282",1,0,0,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.272727272727273
"13283",0,0,0,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.590909090909091
"13284",1,0,0,0.666666666666667,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.295454545454545
"13285",0,0.333333333333333,0.5,0.333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,0.5,1,0
"13286",1,0,0,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
"13287",1,1,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
"13288",1,0,0,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.272727272727273
"13289",1,0,0,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
"13290",0,0,0,0.333333333333333,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.431818181818182
"13291",1,0.666666666666667,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.454545454545455
"13292",0,0,0,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
"13293",1,0.666666666666667,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.386363636363636
"13294",1,0.333333333333333,0.5,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.772727272727273
"13295",0,0,0,0.666666666666667,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.613636363636364
"13296",1,0,0,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.636363636363636
"13297",0,0.666666666666667,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.545454545454545
"13298",0,0.333333333333333,1,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,1,0.5,0.477272727272727
"13299",0,0.333333333333333,0.5,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.568181818181818
"13300",1,0,0,0.333333333333333,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
